"Core Project Number","ClinicalTrials.gov ID","Study","Study Status",
"R01CA141527","NCT01123967","Offering Proactive Tobacco Treatment","COMPLETED",
"R01NR010135","NCT01125202","Intervention to Reduce Dietary Sodium in Hemodialysis","COMPLETED",
"R01AG033133","NCT01126099","Prazosin Treatment for Disruptive Agitation in Alzheimer's Disease","COMPLETED",
"R01AA012529","NCT01126164","Parent Intervention to Reduce Binge Drinking","COMPLETED",
"R44HL062008","NCT01126710","Optical Detection of Intravenous Infiltration","COMPLETED",
"R37AG025037","NCT01126723","Effects of Tai Chi on Frailty in Elderly Adults","COMPLETED",
"R01ES016314","NCT01126762","Trial of Fish Intake Advice in Pregnancy","COMPLETED",
"R21DA026925","NCT01127932","Developing an Intervention to Address Suicide Risk During Substance Use Disorder","COMPLETED",
"R01HL095163","NCT01129466","Effects of 2 Different Broccoli Sprout Containing Supplements on Nasal Cells in Healthy Volunteers","COMPLETED",
"U01CA076576","NCT01130506","Decitabine, Vorinostat, and Cytarabine in Treating Patients With Relapsed or Refractory Acute Myeloid Leukemia or Myelodysplastic Syndrome","COMPLETED",
"U01CA132123","NCT01131234","Gamma-Secretase Inhibitor RO4929097 and Cediranib Maleate in Treating Patients With Advanced Solid Tumors","COMPLETED",
"U10HD021410","NCT01131260","Fetal ST Segment and T Wave Analysis in Labor","COMPLETED",
"U10HD040485","NCT01131260","Fetal ST Segment and T Wave Analysis in Labor","COMPLETED",
"U10HD040500","NCT01131260","Fetal ST Segment and T Wave Analysis in Labor","COMPLETED",
"U10HD053097","NCT01131260","Fetal ST Segment and T Wave Analysis in Labor","COMPLETED",
"R01DA026003","NCT01131520","Screening Brief Intervention Referral to Treatment (SBIRT) in New Mexico","COMPLETED",
"P30CA016086","NCT01132833","Biomarkers Related to Thrombosis in Patients With Newly Diagnosed Multiple Myeloma Receiving Chemotherapy","COMPLETED",
"U10CA021661","NCT01134861","Radiation Therapy Plus Chemotherapy in Treating Patients With Non-small Cell Lung Cancer","COMPLETED",
"R01DA008045","NCT01136356","A Within Subject Comparison of Opioid Withdrawal in Opioid Dependent Individuals","COMPLETED",
"U01AI068633","NCT01136759","Tenofovir Gel in Pregnancy and Lactation","COMPLETED",
"R01AT005526","NCT01136928","Pharmacokinetic Interaction Study of Efavirenz and American Ginseng in Healthy Volunteers","COMPLETED",
"R34MH088845","NCT01137318","Combined Cognitive Remediation and Behavioral Intervention for Treatment of Attention-deficit/Hyperactivity Disorder (ADHD)","UNKNOWN STATUS",
"R01HL098032","NCT01137656","Storage Lesion in Banked Blood Due to Disruption of Nitric Oxide (NO) Homeostasis","COMPLETED",
"R01MH082995","NCT01139060","Organized Self-Management Support Services for Chronic Depression","COMPLETED",
"K23MH087228","NCT01140633","Novel Measures and Theory of Pediatric Antiretroviral Therapy Adherence in Uganda","COMPLETED",
"R01HD089458","NCT01140724","Personalizing Perioperative Analgesia in Children","RECRUITING",
"P30CA068485","NCT01141218","Internet-Based Clinical Information and Blood Sample Collection From Patients With Non-Small Cell Lung Cancer Who Never Smoked Cigarettes","TERMINATED",
"U01CA097452","NCT01141244","Temsirolimus, Irinotecan Hydrochloride, and Temozolomide in Treating Younger Patients With Relapsed or Refractory Solid Tumors","COMPLETED",
"R21NR011056","NCT01141907","Nurse-Led Heart Failure Care Transition Intervention for African Americans: The Navigator Program","COMPLETED",
"R01HL091744","NCT01141959","Blood Samples to Identify Biomarkers in Haploidentical Graft Recipients","COMPLETED",
"K07CA128952","NCT01142037","Development of a Biomarker for Dietary Furanocoumarins","COMPLETED",
"R01MH082845","NCT01142310","Reversing Corticosteroid Induced Memory Impairment","COMPLETED",
"U10CA098543","NCT01142427","Risk-Based Classification System of Patients With Newly Diagnosed Acute Lymphoblastic Leukemia","ACTIVE, NOT RECRUITING",
"U10CA180886","NCT01142427","Risk-Based Classification System of Patients With Newly Diagnosed Acute Lymphoblastic Leukemia","ACTIVE, NOT RECRUITING",
"RC1DA028189","NCT01142609","Improving Substance Abuse Counseling Adherence Using Web-based Videoconferencing","COMPLETED",
"R01DA013549","NCT01143792","Evaluation of Treatments for Homeless Youths","COMPLETED",
"R01CA125244","NCT01144247","Cellular Immunotherapy Study for Brain Cancer","COMPLETED",
"U01DK062456","NCT01144507","Prediction by Ultrasound of the Risk of Hepatic Cirrhosis in Cystic Fibrosis","ACTIVE, NOT RECRUITING",
"P30CA013330","NCT01145430","Veliparib and Pegylated Liposomal Doxorubicin Hydrochloride in Treating Patients With Recurrent Ovarian Cancer, Fallopian Tube Cancer, or Primary Peritoneal Cancer or Metastatic Breast Cancer","COMPLETED",
"U01CA132123","NCT01145456","Gamma-Secretase Inhibitor RO4929097 and Gemcitabine Hydrochloride in Treating Patients With Advanced Solid Tumors","COMPLETED",
"U10CA180821","NCT01145495","Lenalidomide and Rituximab in Treating Patients With Previously Untreated Stage II, Stage III, or Stage IV Follicular Non-Hodgkin Lymphoma","ACTIVE, NOT RECRUITING",
"U10CA021115","NCT01145508","Docetaxel and Prednisone With or Without Vaccine Therapy in Treating Patients With Metastatic Hormone-Resistant Prostate Cancer","TERMINATED",
"R21AT004544","NCT01147120","Chronic Low Back Pain and Primary Health Care","COMPLETED",
"R21CA135017","NCT01147367","Physical Activity, Fatigue, Sleep, and Inflammation","COMPLETED",
"R01MH084935","NCT01147614","Brief Cognitive Behavioral Therapy (CBT) for Pediatric Anxiety and Depression in Primary Care","COMPLETED",
"U01DK062436","NCT01148550","Longitudinal Study of Mitochondrial Hepatopathies","RECRUITING",
"U01DK062497","NCT01148550","Longitudinal Study of Mitochondrial Hepatopathies","RECRUITING",
"R21AT004543","NCT01149317","Acupuncture for Chronic Pain","COMPLETED",
"U01DK073983","NCT01149369","Aprepitant for the Relief of Nausea in Patients With Chronic Nausea and Vomiting of Presumed Gastric Origin Trial","COMPLETED",
"U01DK074007","NCT01149369","Aprepitant for the Relief of Nausea in Patients With Chronic Nausea and Vomiting of Presumed Gastric Origin Trial","COMPLETED",
"P50NS044148","NCT01150266","Study for the Use of Alteplase in Patients Who Awaken With Stroke","WITHDRAWN",
"F32HL097383","NCT01150591","Microaspiration in Pulmonary Fibrosis","COMPLETED",
"T32MH019391","NCT01150604","Depression Management Project","COMPLETED",
"RC1HL099571","NCT01151527","Peripheral Blood Biomarkers in Idiopathic Interstitial Pneumonias","TERMINATED",
"R01HL083857","NCT01152957","Miami Healthy Heart Initiative a Behavioral Study on Cardiovascular Risk Factors","COMPLETED",
"R01DA024646","NCT01152970","F.Y.I.: Flint Youth Injury Study","COMPLETED",
"R21HS018229","NCT01153451","An Automatic Notification System for Test Results Finalized After Discharge","COMPLETED",
"F32HL097578","NCT01154699","Positive Airway Pressure for the Treatment of Asthma","COMPLETED",
"R01DK079929","NCT01155180","Leptin in the Maintenance of Reduced Body Weight","COMPLETED",
"U01HD061233","NCT01156896","Malaria and the Safety of Iron Supplements and Iron Fortification","COMPLETED",
"P01CA138338","NCT01158456","Metabolism of NNK Among African Americans","COMPLETED",
"U54NS065705","NCT01158807","Cerebral Hemorrhage Risk in Hereditary Hemorrhagic Telangiectasia","RECRUITING",
"R21HD058269","NCT01158976","Effect of Omega-3 Supplementation During Pregnancy on Regulation of Stress","COMPLETED",
"R01MH082856","NCT01159041","Systems of Support Study for Childhood Depression","COMPLETED",
"R01MH082861","NCT01159041","Systems of Support Study for Childhood Depression","COMPLETED",
"R01DK045343","NCT01160328","Influence of Male Hormones on Regional Fat Metabolism","COMPLETED",
"R01MH086517","NCT01160588","Brain Markers of Anxiety Disorders and SSRI/CBT Treatment in Children and Adolescents","COMPLETED",
"RC2AR059092","NCT01161056","Genes and Phenotype (GAP) A National Resource for Genotype-Phenotype Studies of Immunological and Inflammatory Pathways","COMPLETED",
"R21NR009837","NCT01161225","Teen Asthma Project","COMPLETED",
"R01MH086360","NCT01161446","Home Self-Testing for HIV to Increase HIV Testing Frequency in Men Who Have Sex With Men (The iTest Study)","COMPLETED",
"UL1TR000457","NCT01161576","Safety Study of a Gene Transfer Vector (Rh.10) for Children With Late Infantile Neuronal Ceroid Lipofuscinosis (LINCL)","COMPLETED",
"R01DK085633","NCT01161862","Integration of Continuous Glucose Monitoring Into a BiHormonal Closed-Loop Artificial Pancreas","COMPLETED",
"P30AT005886","NCT01162018","Acupuncture for Sleep Disruption in Cancer Survivors","COMPLETED",
"U01CA062461","NCT01163084","Leuprolide Acetate or Goserelin Acetate With or Without Vismodegib Followed by Surgery in Treating Patients With Locally Advanced Prostate Cancer","TERMINATED",
"R21MH076475","NCT01163695","The SUUBI Program: Asset-Ownership for Orphaned Children in Uganda","COMPLETED",
"P30CA016086","NCT01164215","Biomarker-Guided Fluorouracil in Treating Patients With Colorectal Cancer Receiving Combination Chemotherapy","COMPLETED",
"R01CA118066","NCT01164306","The Impact of a Tobacco Control Intervention in African-American Families","COMPLETED",
"R01FD003708","NCT01165450","Efficacy and Safety Study of Nexagon for Persistent Corneal Epithelial Defects","TERMINATED",
"UL1RR024982","NCT01165840","Effect of Weight and/or Obesity on Dapsone Drug Concentrations","COMPLETED",
"RC1AA018986","NCT01168960","Identifying Multiple Mechanisms of Change in Alcoholism Treatment","COMPLETED",
"R21NR011071","NCT01170000","Timely End-of-Life Communication to Parents of Children With Brain Tumors","UNKNOWN STATUS",
"R21DA026771","NCT01170741","Computer-Assisted Tailored Cue-card Health [CATCH] Study","COMPLETED",
"R24DK099803","NCT01171872","Gene Expression in Inflammatory Bowel Disease","ENROLLING BY INVITATION",
"P50HD055784","NCT01171937","Risperidone Treatment In Children With Autism Spectrum Disorder And High Levels Of Repetitive Behavior","COMPLETED",
"F32MH075583","NCT01172145","Treatment of Apathy in Alzheimer's Disease With Modafinil","COMPLETED",
"R01DA026450","NCT01173835","Incentive-based Intervention for Smoking Cessation and Prevention in High Schools","COMPLETED",
"P30CA014599","NCT01174264","Evaluation of Food Effect on Pharmacokinetics of Vismodegib","COMPLETED",
"R01MH082736","NCT01174602","Inpatient Exposure Therapy and Response Prevention & Cognitive Remediation Therapy for Anorexia Nervosa","COMPLETED",
"R21DA019420","NCT01174654","Development of a Methamphetamine Early Intervention","COMPLETED",
"U10CA098543","NCT01175356","Induction Therapy Including 131 I-MIBG and Chemotherapy in Treating Patients With Newly Diagnosed High-Risk Neuroblastoma Undergoing Stem Cell Transplant, Radiation Therapy, and Maintenance Therapy With Isotretinoin","ACTIVE, NOT RECRUITING",
"P30CA022453","NCT01175980","Vorinostat in Treating Patients With Locally Advanced, Recurrent, or Metastatic Adenoid Cystic Carcinoma","COMPLETED",
"U01CA132123","NCT01175980","Vorinostat in Treating Patients With Locally Advanced, Recurrent, or Metastatic Adenoid Cystic Carcinoma","COMPLETED",
"R01DA014979","NCT01177982","Reinforcement-Based Treatment for Pregnant Drug Abusers","COMPLETED",
"U01AG032669","NCT01178892","MsFLASH-02: Interventions for Relief of Menopausal Symptoms: A 3-by-2 Factorial Design Examining Yoga, Exercise, and Omega-3 Supplementation","COMPLETED",
"U01AG032699","NCT01178892","MsFLASH-02: Interventions for Relief of Menopausal Symptoms: A 3-by-2 Factorial Design Examining Yoga, Exercise, and Omega-3 Supplementation","COMPLETED",
"R01AG029364","NCT01179503","Vitamin D Supplementation and Physical Function in Older Adults","COMPLETED",
"R01MH060783","NCT01179568","A Study of Medication With or Without Psychotherapy for Complicated Grief","COMPLETED",
"U10HD055925","NCT01180387","Reproductive Medicine Network Biologic Specimen Repository","COMPLETED",
"K23DE019872","NCT01180920","The Importance of Periostin in Periodontal Health and Disease","COMPLETED",
"P01ES018176","NCT01183923","Dietary Interventions in Asthma Treatment: Sprouts Study","TERMINATED",
"R21DK084517","NCT01186016","Developing Genetic Education for Smoking Cessation","COMPLETED",
"P50CA143187","NCT01186055","Brain Activity and Smoking Cessation","COMPLETED",
"R01DK049181","NCT01186523","Long-term Exercise, Weight Loss and Energy Balance","COMPLETED",
"P01CA073992","NCT01187901","A Clinical Trial of COX and EGFR Inhibition in Familial Polyposis Patients","COMPLETED",
"U18IP000184","NCT01189123","Cell Mediated Immunity in Older Adults","COMPLETED",
"U10CA098543","NCT01189266","Vorinostat and Radiation Therapy Followed by Maintenance Therapy With Vorinostat in Treating Younger Patients With Newly Diagnosed Diffuse Intrinsic Pontine Glioma","COMPLETED",
"U10CA180886","NCT01189266","Vorinostat and Radiation Therapy Followed by Maintenance Therapy With Vorinostat in Treating Younger Patients With Newly Diagnosed Diffuse Intrinsic Pontine Glioma","COMPLETED",
"U10CA180886","NCT01190930","Risk-Adapted Chemotherapy in Treating Younger Patients With Newly Diagnosed Standard-Risk Acute Lymphoblastic Leukemia or Localized B-Lineage Lymphoblastic Lymphoma","ACTIVE, NOT RECRUITING",
"R01AA014699","NCT01191788","Building Recovery By Improving Goals, Habits, and Thoughts","COMPLETED",
"U10HD021364","NCT01192776","Optimizing (Longer, Deeper) Cooling for Neonatal Hypoxic-Ischemic Encephalopathy(HIE)","TERMINATED",
"U10HD021385","NCT01192776","Optimizing (Longer, Deeper) Cooling for Neonatal Hypoxic-Ischemic Encephalopathy(HIE)","TERMINATED",
"U10HD027871","NCT01192776","Optimizing (Longer, Deeper) Cooling for Neonatal Hypoxic-Ischemic Encephalopathy(HIE)","TERMINATED",
"U10HD027904","NCT01192776","Optimizing (Longer, Deeper) Cooling for Neonatal Hypoxic-Ischemic Encephalopathy(HIE)","TERMINATED",
"U10HD053119","NCT01192776","Optimizing (Longer, Deeper) Cooling for Neonatal Hypoxic-Ischemic Encephalopathy(HIE)","TERMINATED",
"U10HD068244","NCT01192776","Optimizing (Longer, Deeper) Cooling for Neonatal Hypoxic-Ischemic Encephalopathy(HIE)","TERMINATED",
"UL1RR024979","NCT01192776","Optimizing (Longer, Deeper) Cooling for Neonatal Hypoxic-Ischemic Encephalopathy(HIE)","TERMINATED",
"UL1RR025744","NCT01192776","Optimizing (Longer, Deeper) Cooling for Neonatal Hypoxic-Ischemic Encephalopathy(HIE)","TERMINATED",
"UL1RR025761","NCT01192776","Optimizing (Longer, Deeper) Cooling for Neonatal Hypoxic-Ischemic Encephalopathy(HIE)","TERMINATED",
"U54NS065712","NCT01193088","Genetics of Charcot Marie Tooth (CMT) - Modifiers of CMT1A, New Causes of CMT2","RECRUITING",
"U10HD021385","NCT01193270","Vitamin E for Extremely Preterm Infants","COMPLETED",
"U10HD027880","NCT01193270","Vitamin E for Extremely Preterm Infants","COMPLETED",
"U10HD027904","NCT01193270","Vitamin E for Extremely Preterm Infants","COMPLETED",
"U10HD034216","NCT01193270","Vitamin E for Extremely Preterm Infants","COMPLETED",
"U10HD053119","NCT01193270","Vitamin E for Extremely Preterm Infants","COMPLETED",
"UL1RR024139","NCT01193270","Vitamin E for Extremely Preterm Infants","COMPLETED",
"R21HD050996","NCT01193374","The Healthy Families Project","COMPLETED",
"U01CA062461","NCT01193881","RO4929097 and Erlotinib Hydrochloride in Treating Patients With Stage IV or Recurrent Non-small Cell Lung Cancer","TERMINATED",
"UL1RR025761","NCT01193946","Assessment of Dietary Protein Needs of Older Women","COMPLETED",
"R01NR009573","NCT01194128","Facilitating Caregiver Adaptation to Patient Institutionalization","COMPLETED",
"R01CA172670","NCT01196130","Colorectal Cancer Umbrella Protocol - Assessment of Targeted Therapies Against Colorectal Cancer (ATTACC Program) Screening Protocol","ACTIVE, NOT RECRUITING",
"P30CA008748","NCT01196416","Gamma-secretase/Notch Signalling Pathway Inhibitor RO4929097 in Combination With Cisplatin, Vinblastine, and Temozolomide in Treating Patients With Recurrent or Metastatic Melanoma","COMPLETED",
